city,country,description,location,State,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video/Visual Evidence,Haunted Places Date,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Deaths per Year,Average Potential Life Years Lost per Death,"Deaths per 10,000 Adults",Percentage of Adults who Binge Drink 1+ Times per Month,Median Drinks per Binge,Top 25% Drinks per Binge,Median Binge per Month,Top 25% Binge per Month,Increase in Alcohol Deaths per Capita from 2015 to 2019,Male Proportion of Deaths,Percent Deaths from Chronic Causes,Percent Deaths from Acute Causes,Percent Deaths 35+,Percent Deaths under 21,Years of Life Lost per Year,Taxpayer Cost in 2010 (billions),Inflation Adjusted Cost to 2022 (billions),Inflation Adjusted Per Drink (2022),avg_violent_crime,avg_murder_manslaughter,avg_property_crime,avg_temp_rank,avg_precip_rank,precip_category,"Top_6_Primary_Substances (Per 100,000)","Alcohol (Per 100,000)","Heroin (Per 100,000)","Methamphetamine (Per 100,000)","Other Opiates/Synthetics (Per 100,000)","Marijuana/Hashish (Per 100,000)","Cocaine (Per 100,000)"
Santa Clara,United States,"About two weeks ago February 2/20/04, around 10:00 PM, there were three Phone technicians working in one of the buildings. Two men and a woman. They were running new phone lines into a phone closet. Their was a door next to the closet. The woman heard a noise & opened it. Their was a little girl with her arms opened (as to give her a hug) & the woman jumped back & fell onto the guys. When the guys looked back to see what the heck was going on, they saw the ghost as well. Immediately, they took off running. The Building's power was off & just the two guy's had flash lights. They ran so fast, they left the woman behind to fend for herself. She really freaked out trying to find an exit in the dark. This was a VERY scary moment for all of them & when she finally made it out, security was there to assist her. Security had heard from the men once they arrived outside of a ghostly presence. When asked to finish their job by their employer, they ""absolutely"" refused to ever go back!",Sun Microsystems,California,CA,-121.9521333,37.3932901,-121.9552356,37.3541079,True,True,2025/03/16,1,Night,Ghost (Male),Suicide,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,"Located off Highway 14, Sand Canyon exit turn right, go past housing developments to locked gate. Behind this gate is the old set for filming High Chapperal (an old TV series) and an old ordnance facility that used to mix explosives for devices used in the military. The lead azide was mixed in giant Kitchen Aide type mixers in concrete mixing bays. Over the years several of the mixing bays blew up. Witnesses say they saw and heard the men screaming as they ran across the field with only their belts and shoes on the charred bodies. The facility could not keep any night shift guards because of reported screaming and lights turning on and off in locked buildings. Many employees reported being saved before their mixing bay blew up. One employee even reported not being able to open a bathroom door with no lock until the mixing bay blew up.",Space Ordnance Systems,California,CA,,,-118.542586,34.3916641,True,True,2025/03/14,4,Night,Other (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,"Next door to the Egg Plantation (also reportedly haunted). Both businesses converted from old homes. This is one of the oldest neighborhoods in LA County. Tags flap around as if someone walked by. Items heard shifting around. Steps sometimes heard. Loud objects clanging during morning pre-open hours. First hand accounts of ghostly apparitions in restaurant next door, including an angry cook.",The Cottage on Walnut,California,CA,-118.5377283,34.3905609,-118.542586,34.3916641,True,False,2025/01/01,1,Morning,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,"When sitting at the bar, people are constantly looking over their shoulders back at the front door, seeing things out of the peripheral vision.",The Egg Plantation,California,CA,-118.5306342,34.3803161,-118.542586,34.3916641,False,True,2025/01/01,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,The home of the silent film star William S. Hart. Mr. Hart is scene by people that he recognizes and likes (namely docents). He and his sister (also a ghost) are the only people to have ever really lived in the home. The ghost of their nurse as well as Mr. Hart's dogs are also seen. Coffee is often smelled in the museum.,Hart Mansion,California,CA,-118.5257901,34.3753971,-118.542586,34.3916641,False,True,2025/01/01,4,Unknown,"Ghost (Male, nurse)",Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,"Allegedly once occupied by sea serpent / monster and various demons. Once settled as a mining / farm community by Spaniards who reported dead cattle, sickness and ruined crops. Historical accounts of a terrible sulfuric smell pervading the surrounding area. The monster / creatures have not been seen recently, but the odor persists to this day, as well as an eerie presence in the town and homes there.",Lake Elizabeth,California,CA,-118.3973236,34.666072,-118.542586,34.3916641,False,True,2025/05/13,1,Unknown,Ghost (Male),Death,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,"In the mid 80's a car load of kids going to prom wrecked their car at the intersection of Sand Canyon Road & Warm Springs Road. Reports of a young woman signaling for help, and then vanishing.",Sand Canyon Road,California,CA,-118.4170442,34.4008441,-118.542586,34.3916641,False,False,2025/01/01,0,Unknown,Unknown (Male),Violence,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Clarita,United States,"Every night just a few hours after the park is free of all guests, the security base get a phone call from Goliath (caller identification) and when they answer, all they hear is static. After numerous calls, a few security guards investigated the matter. When the base got the call, they radioed two guards waiting on the exit ramp. When the guards ran up to the station, there was nobody around. They searched every part of the ride and found nothing but an empty feeling.",Six Flags California,California,CA,-118.5972191,34.4253305,-118.542586,34.3916641,True,False,2025/01/01,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,"Several workers complain to co-workers at seeing ghosts in the restaurants. One even attempted to contact a parapsychology institute nearby but nothing came of it. Although owners refute these claims, one waiter says restaurant hostesses, waiters and busboys have discussed the sightings among themselves. Historians, meanwhile, have said a murder occurred at the site of the restaurant near the turn of the century. - July 2005 Update: It is now a Chinese Restaurant.",Adolph's Restaurant,California,CA,-121.9794885,36.9844181,-122.0307963,36.9741171,False,True,2005/07/13,0,Unknown,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,There is a cemetery on the left hand side of the road when going up Grahm Hill road right off of Highway 17 in S.C. This cemetery is pretty strange there is a lot of action going on in here. You can see faces and things moving inside of the cemetery. If you pull into the driveway towards the end of the cemetery and shine your headlights you will see a white figure coming towards you. MOVE! This ghost is not friendly. There are many orbs that you can see with the naked eye and some strange noises heard from the East end of the Cemetery. Faces are seen in the headstones and Dark shadows above them.,Grahm Hill Road Cemetery,California,CA,-122.0277401,36.9883794,-122.0307963,36.9741171,True,True,2025/03/17,1,Night,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,"A woman was killed at this beach by her boyfriend. Apparently, her ghost is seen haunting the beach.","Red, White and Blue Beach",California,CA,-122.1419114,36.9763395,-122.0307963,36.9741171,False,True,2025/01/01,1,Unknown,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,Highway 17 - People have claimed to see the ghost of an old Indian man walking along the road. He is supposedly the cause of all the accidents.,San Jose,California,CA,-121.8863286,37.3382082,-122.0307963,36.9741171,False,True,2025/05/13,0,Unknown,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,"Upstairs is haunted by a woman in a Victorian black dress who is looking for a book, she also opens doors even heavily locked and bolted or nailed ones and windows. Downstairs, a man with glasses is seen in the empty fireplace, and in the basement an angry dog, probably from when local police used the place for search dog training, haunts the stairway and front door. Also a heard calls out for help from the basement.",The Rispin Mansion,California,CA,-121.9594173,36.9818783,-122.0307963,36.9741171,True,True,2025/01/01,1,Unknown,Ghost (Male),Accident,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,Porter College - A Building -  On the fifth floor of A building a student killed himself and is occasionally seen walking down the hall dressed as he was when he died. there are several other 'ghosts' known to reside in the A building as well.,University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,False,True,2025/03/17,1,Unknown,"Ghost (Male, student)",Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,"Porter College - B Building – 1st Floor - On the first floor of B building three rooms are known as the ""Bermuda Triangle"" This hall is no longer occupied but when it was there were many reports of noises and voices heard, objects flying across the rooms and a feeling that there was something extremely malicious there. The malicious feeling persists for people just walking down the hall.",University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,True,False,2025/03/17,2,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,"Porter College - B Building - 3rd Floor North of the B building - Over the years, a number of people residing on the hall have experienced waking up from a dead sleep and feeling as though they were being strangled and held to their bed as they tried to sit up.",University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,False,False,2025/03/17,0,Unknown,Other (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,"Porter College - The Meadow - The third spirit is a transient named Lily that lived in the meadow near Porter in the 70s, she is seen walking around the meadow, either in rags or naked.",University of California Santa Cruz,California,CA,-122.0582972,36.9914738,-122.0307963,36.9741171,False,True,2025/03/17,1,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Cruz,United States,In the back woods off of Grahm Hill Rd. Very creepy. Voices of a old woman. Sometimes see a white lady walking around.,White Lady,California,CA,-122.0277401,36.9883794,-122.0307963,36.9741171,True,True,2025/01/01,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Fe springs,United States,It is said that at night you can hear football players from the past practicing at night in the field. And in the 100 building you can see a girl in her prom dress and her date who hung himself in that building roaming the halls.,St. Paul high school,California,CA,-118.053539,33.95116,-118.0853451,33.9472359,True,True,0100/03/13,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Sante Fe Springs,United States,Building 500 - motion activated sinks and toilets in the boys bathroom have gone off with no one standing near them.,St. Paul High School,California,CA,-118.053539,33.95116,-118.0853451,33.9472359,False,False,2025/05/13,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Maria,United States,COMPUTERS GO ON AND OFF OCASSIONALLY& PEOPLE FEEL SPIRITS. MANNY PEOPLE SEE THE SPIRITS TURN OFF AND ON THE LIGHTS,CAMONLANE,California,CA,-120.4385345,34.9087048,-120.4357191,34.9530337,False,True,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Maria,United States,"In the historical section of the hotel scents of women's perfumes were smelled in a room at night. Also, the door mysteriously locked a guest out. Several items in room were moved around. Also reports of the elevator going to a certain floor and stopping for 15 minutes and starting up again, always at the same time of day.",Santa Maria Inn,California,CA,-120.436744,34.94381,-120.4357191,34.9530337,False,False,2025/03/15,0,Night,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Paula,United States,"There is a young boy who died there and is seen playing on the second floor and in the lobby. Also, the piano that is in the lobby plays by itself. There have been sightings of a person or apparition looking out of the window of Room 23. The rooms 305, 103, and 23 are all roamed by ghosts. On the second floor a child who died runs around after 1:00am at night. Also the ghost in 305 will walk through all the third floor doors and the lobby. The 103 ghosts just knocks little things down and looks in the window at you or whoever is staying there. It is said that the guy in 103 was shot in an illegal poker/gambling game and is looking for the money that he rightfully deserves.",The Glenn Tavern Inn,California,CA,-119.0620481,34.3548232,-119.0592705,34.3541659,False,True,2025/03/23,1,Night,Ghost (Male),Murder,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Santa Paula,United States,employees report feeling uneasy in the theatre while cleaning and when the lights are off in the theatre the darkness in theatre seems more dark then a normal dark. There are also reports of a man spotted sitting in one of the seats in number 6 and then he vanishes and reports of seeing apparitions appear in the projection booths upstairs especially near the projection booth to theater 6. As well as the sweet smell of perfume in the theatre.,Wallace Theatres / Santa Paula 7 theaters Theater #6,California,CA,-119.0817421,34.3464778,-119.0592705,34.3541659,False,True,2025/03/06,0,Night,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Saratoga,United States,Cold spots felt. In the restroom the water has been known to turn on by itself – witnesses claim to even see the handle turning.,Bella Saratoga,California,CA,-122.034156,37.257479,-122.0230146,37.2638324,False,True,2025/01/01,0,Unknown,Unknown (Male),Unknown,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Saratoga,United States,Some people report being tapped on the shoulder by the ghosts on the lower floor.,Small Antique Store on Big Basin Way,California,CA,-122.033443,37.2583284,-122.0230146,37.2638324,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Scotts Valley,United States,"Reports of ghosts in theater #2 and an uneasy feeling when alone after hours and when in the theater alone, like someone is watching you. Defiantly a ghost, but not at all violent.",Scotts Valley Cinemas,California,CA,-122.0272359,37.0484812,-122.0146841,37.0510595,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Seal Beach,United States,"The phenomenon occurring at the WPNS Station covers a variety of ghostly manifestations such as apparitions, knocking, footsteps, horrible ghostly moaning, laughter, animal spirits, water devas, and even poltergeist antics.",US Naval Weapons Station,California,CA,-118.0889289,33.7496524,-118.1047682,33.7414085,True,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"15,443",24.4,5.04,16.6%,5.5,7.7,1.6,3.7,40.0%,69.1%,64.4%,35.6%,86.1%,2.49%,376899.0,35.011,47.264,3.29,181495.2857142857,2121.0714285714284,1091981.142857143,118.0,103.0,Above Average,338.0,87.0,51.0,105.0,57.0,30.0,9.0
Walnutport,United States,"the lady in white, is said to be a woman in her late 50s that can be seen walking along the canal and has been seen floating on the water. Usually seen by the lock tenders home.",The Canal,Pennsylvania,PA,-75.60218809999999,40.755481,-75.5987971,40.7542619,False,True,2025/01/01,1,Unknown,Unknown (Male),Unknown,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warminster,United States,A young man dressed in 1700's clothing has been seen through the windows of the first floor. He also bangs on windows late at night as if trying to escape. It is believed that the body of the young soldier is buried on the grounds of Craven Hall.,Craven Hall,Pennsylvania,PA,-75.0734729,40.1915245,-75.099807,40.2067884,False,True,1780/03/13,1,Night,"Unknown (Male, soldier)",Unknown,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warminster,United States,"Hartsville Inn - The site is a very old building from around the civil war era. There are tunnels from the underground railroad where travelers would pass through. They are said to be sightings of ghosts. It then was a restaurant/hotel and then closed in the late 90's. Became a haunted house for Halloween, now closed. Lights have also been reported flickering.- December Update: The house is still there, but they are building a bunch of office buildings all around it. The submitter to the update is not sure about the maids house next store, you cant see it from the road. They would no longer advise going to the house now because it looks to be in bas shape, some work being done to it. Also with all the construction going on it may not be safe.",Hartsville – Bucks,Pennsylvania,PA,-75.099807,40.2067884,-75.099807,40.2067884,False,True,2025/12/13,1,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warminster,United States,"people see the lights flicker at night and people have felt cold spots in the girls bathroom there and people see ""get away"" signs on some of the chalk boards.",Longstreth Elementary,Pennsylvania,PA,-75.0665227,40.1898168,-75.099807,40.2067884,False,True,2025/01/01,0,Night,Unknown (Male),Unknown,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warminster,United States,"In 1791 a woman named Penelope was raped and murdered and if you're alone in the attic at 12:00 midnight, the lights will go out and her ghost will circle the building.",Mike's York Street Bar &amp; Grill (formerly the Warminster Inn),Pennsylvania,PA,-75.1003087,40.205111,-75.099807,40.2067884,False,False,1791/03/13,0,Night,Ghost (Male),Murder,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warren,United States,Former Jefferson Tea House - A ghost is said to roam the third floor.,Reality,Pennsylvania,PA,-79.14625869999999,41.8468001,-79.1450445,41.8439486,False,False,2025/05/13,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warren,United States,"The student union, which was formally an armory, is said to be haunted by a man killed in the shooting range when his gun backfired and a pile of ammunition exploded. There have been several sightings of the spirit in the basement, which is where the shooting range was.",Warren Area Student Union,Pennsylvania,PA,-79.149457,41.84687599999999,-79.1450445,41.8439486,False,False,2025/01/01,0,Unknown,"Ghost (Male, student)",Murder,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warren,United States,"Sometimes at night if you are standing on the sidewalk in front of the building and look up in the right hand window on the top floor you can see a shadow of a lady or a lady in a white blouse (or maybe the curtain) looking outside. - Warren County Historical Society is located in the STRUTHERS-WETMORE-SCHIMMELFENG HOUSE which was constructed between 1870 & 1873 as a wedding gift from Thomas Struthers to his daughter Anna Eliza upon her marriage to George Wetmore. It now houses the Society's offices, library, archives, period exhibit rooms and featured displays. The Historical Society Library is located on the main floor and is open to the public.",Warren Historical Building,Pennsylvania,PA,-79.14733079999999,41.8482502,-79.1450445,41.8439486,False,True,1873/03/13,0,Night,Unknown (Male),Violence,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warrendale,United States,This old hotel is plagued with spirits. Bottles in the bar will unexpectedly shatter or hurl across the room. Beds upstairs will flip over with nobody in the room. Windows open and close by themselves.,Brush Creek Inn,Pennsylvania,PA,-80.0809218,40.6549818,-80.0794925,40.65320759999999,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warrendale,United States,This once main road is haunted by a phantom muscle car that cracked up drag racing here.,Northgate Drive,Pennsylvania,PA,-80.0828607,40.6562101,-80.0794925,40.65320759999999,False,False,2025/01/01,0,Unknown,Ghost (Male),Supernatural,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Warrington,United States,"many stories to tell of a woman dressed in white. Other stories are of dishes falling while no one is around, and the smoke alarms going off and the ventilation system kept sending out dust only in the historic room, which had the original walls and floors from the 1700s.",Mara Bella's,Pennsylvania,PA,-75.13265799999999,40.250902,-75.1662121,40.250319,True,False,2025/01/01,0,Unknown,Unknown (Male),Accident,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
Washington,United States,old cemetary /church on hill - It said the girl was buried in the field somewhere.It said you can see the woman in a white dress.One weekend me and about 15 friends drove out to the cemetary/field.It had an eerie feeling but we didnt see anything.,near Marrianna,Pennsylvania,PA,-80.1000562,40.0247953,-80.2461714,40.17396,False,True,2025/03/15,0,Unknown,Unknown (Male),Unknown,"5,703",26.2,5.52,18.5%,5.5,7.9,1.8,3.9,45.4%,69.0%,52.4%,47.6%,81.7%,2.67%,149637.0,9.544,12.885,2.59,48587.07142857143,670.5,288389.0714285714,128.0,121.0,Above Average,144.0,53.0,33.0,19.0,11.0,16.0,10.0
