Filename,Caption,Detected Objects
In_1867__a_drummer_named_Ephriam_Polly_and_his_wif.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Smith_Hall___The_office_of_the_women_s_college_has.png,a train station with a train on the tracks .,"church, church building (0.51), cinema, movie theater, movie theatre, movie house, picture palace (0.23), organ, pipe organ (0.04), monastery (0.02), vault (0.02)"
Its_out_in_the_back_part_of_Gordon__If_you_go_to_t.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Rensselaer_Polytechnic_Institute___This_building_s.png,a view of a building with a clock on it .,"window shade (0.34), prison, prison house (0.29), window screen (0.11)"
Many_travelers_on_this_highway_have_reported_seein.png,a pair of shoes sitting on top of a skateboard .,"jean, blue jean, denim (0.30), knee pad (0.05), buckle (0.04), doormat, welcome mat (0.04), mailbag, postbag (0.03)"
built_by_a_wealthy_Arms_dealer_that_was_destroyed.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
is_haunted_by_a_janitor_that_worked_there_named_Du.png,a close up of a street sign with a sky background,scoreboard (0.84)
a_story_long_told_by_locals_is_that_on_the_first_F.png,a birthday cake with a train on it,"studio couch, day bed (0.07), envelope (0.05), binder, ring-binder (0.04), wallet, billfold, notecase, pocketbook (0.04), carton (0.04)"
At_12_00_midnight__if_you_cross_this_bridge_in_the.png,a large white clock tower towering over a city .,"suspension bridge (0.17), bannister, banister, balustrade, balusters, handrail (0.16), prison, prison house (0.06), greenhouse, nursery, glasshouse (0.05), steel arch bridge (0.04)"
There_was_a_kid_named__Marky__who_worked__or_was_b.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Footsteps_coming_down_the_stairs_and_across_the_Sa.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
There_is_said_to_be_children_and_a_man_playing_at.png,a red stop sign sitting on the side of a road .,"cinema, movie theater, movie theatre, movie house, picture palace (0.35), rocking chair, rocker (0.05), home theater, home theatre (0.04), monitor (0.03), sunglass (0.03)"
Castle_built_in_early_1900_s_which_was_never_compl.png,a group of people standing around a soccer ball .,"prayer rug, prayer mat (0.27), book jacket, dust cover, dust jacket, dust wrapper (0.14), comic book (0.10), throne (0.06), bolo tie, bolo, bola tie, bola (0.03)"
Moe_church_is_haunted_by_a_number_of_very_angry_sp.png,a building with a clock on the top of it .,"church, church building (0.48), bell cote, bell cot (0.25), chime, bell, gong (0.08), monastery (0.04), birdhouse (0.02)"
A_drunken_Canalman_is_said_to_have_fallen_in_the_w.png,a black and white photo of a sign,"comic book (0.17), book jacket, dust cover, dust jacket, dust wrapper (0.17), accordion, piano accordion, squeeze box (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.03), slot, one-armed bandit (0.02)"
Sightings_and_sounds_of_the_young_students_who_die.png,a display of different types of food on display .,"comic book (0.68), slot, one-armed bandit (0.10), packet (0.08)"
Nunn_Hall___A_ghost_of_a_former_student_named_Pene.png,a view of a television screen in a room .,"church, church building (0.16), altar (0.12), slot, one-armed bandit (0.08), cinema, movie theater, movie theatre, movie house, picture palace (0.04), vault (0.03)"
It_is_known_that_tunnels_were_built_in_the_1940_s.png,a black and white photo of a clock,"drum, membranophone, tympan (0.17), hard disc, hard disk, fixed disk (0.13), banjo (0.10), solar dish, solar collector, solar furnace (0.08), loupe, jeweler's loupe (0.07)"
February_2004_correction__Formerly_posted_as__Barr.png,a pair of scissors sitting on top of a table .,"hook, claw (0.58), stethoscope (0.17), buckle (0.03), carpenter's kit, tool kit (0.02), combination lock (0.02)"
This_is_a_turn_of_the_20th_century_mansion_that_ha.png,a room filled with lots of wooden furniture .,"tobacco shop, tobacconist shop, tobacconist (0.21), slot, one-armed bandit (0.19), toyshop (0.10), china cabinet, china closet (0.04), turnstile (0.04)"
Professor_Java_s_Coffee_Sanctuary___Middle_age_gen.png,a man in a red shirt is holding a frisbee,"bow (0.30), slot, one-armed bandit (0.12), racket, racquet (0.09), scoreboard (0.08), shopping basket (0.04)"
The_A_little_black_Ghost_or_spirit_appears_to_foll.png,a large metal clock sitting on top of a table .,"prison, prison house (0.76)"
There_is_a_large_statue_of_a_young_girl_and_a_cros.png,a man riding a skateboard on top of a ramp .,"grocery store, grocery, food market, market (0.09), shopping basket (0.08), tobacco shop, tobacconist shop, tobacconist (0.06), toyshop (0.05), confectionery, confectionary, candy store (0.05)"
Back_in_the_late_1900_s__no_specific_date_sorry__a.png,a close up of a stuffed animal on a table,"prayer rug, prayer mat (0.63), slot, one-armed bandit (0.08), hand-held computer, hand-held microcomputer (0.03), digital watch (0.02)"
A_very_old_cave_located_near_Laurel_Lake_once_was.png,a person sitting on the floor with a suitcase,"doormat, welcome mat (0.30), prayer rug, prayer mat (0.11), shoji (0.04), fire screen, fireguard (0.02), maze, labyrinth (0.02)"
The_woods_at_the_end_of_Hylan_Blvd__on_Satterlee_.png,a tall tower with a clock on it,"spotlight, spot (0.11), fire screen, fireguard (0.08), volcano (0.07), jack-o'-lantern (0.05), torch (0.04)"
Schneider_Hall___Objects_disappear_and_then_reappe.png,a group of ties hanging from a ceiling .,"window screen (0.29), prayer rug, prayer mat (0.04), oscilloscope, scope, cathode-ray oscilloscope, CRO (0.03), lighter, light, igniter, ignitor (0.02), hand-held computer, hand-held microcomputer (0.02)"
Brockport____Hartwell_Hall___Hartwell_Hall_was_the.png,a pair of scissors sitting on top of a table .,"stole (0.37), bow tie, bow-tie, bowtie (0.33), Windsor tie (0.07), buckle (0.03), wallet, billfold, notecase, pocketbook (0.03)"
Frankie_s_Castle___You_can_see_an_old_man_with_a_f.png,a close up of a cake on a table,"wallet, billfold, notecase, pocketbook (0.08), lighter, light, igniter, ignitor (0.07), cowboy boot (0.06), packet (0.06), buckle (0.04)"
At_night__when_the_wind_is_still__you_can_hear_chi.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
On_July_12__1918__a_munitions_plant_exploded_at_Sp.png,a group of people standing on top of a sandy beach .,"bobsled, bobsleigh, bob (0.84), gondola (0.02), hair slide (0.02)"
The_place_is_in_the_middle_of_a_forest__Roxbury_is.png,a large group of birds flying in the sky .,"web site, website, internet site, site (0.25), monitor (0.18), screen, CRT screen (0.12), television, television system (0.10), book jacket, dust cover, dust jacket, dust wrapper (0.04)"
Mansion_and_grounds_once_owned_by_John_Starin__Noi.png,a television is on the side of a building .,"mobile home, manufactured home (0.71), scoreboard (0.02)"
Many_people_have_been_killed__died_accidental_and.png,a pile of luggage sitting on top of a wooden floor .,"slot, one-armed bandit (0.69), carpenter's kit, tool kit (0.07), carousel, carrousel, merry-go-round, roundabout, whirligig (0.02)"
Janitors_report_being_hit_by_thrown_trash_cans_in.png,a clock on the side of a building .,"slot, one-armed bandit (0.36), digital watch (0.07), scoreboard (0.04), digital clock (0.03), television, television system (0.03)"
Golf_course_that_was_shut_down_because_of_alleged.png,a baseball player swinging a bat at a ball,"croquet ball (0.80), golf ball (0.12)"
Haunted_by_the_white_owners_who_were_killed_by_the.png,a black and white photo of a baseball game,"book jacket, dust cover, dust jacket, dust wrapper (0.35), palace (0.20), prison, prison house (0.15), comic book (0.04), monastery (0.02)"
Anna_Beauchamp__of_the_famous_1825_Romantic_Traged.png,a vase with flowers in it sitting on a table .,"table lamp (0.09), vase (0.07), pot, flowerpot (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
was_an_old_college__St__Mary_s_College__now_a_pris.png,a large building with a clock tower on top of it .,"palace (0.36), prison, prison house (0.16), castle (0.05), lakeside, lakeshore (0.04), library (0.03)"
At_least_six_different_spirits_have_been_witnessed.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_Ghost_of_a_former_priest_has_been_seen_walking.png,a blue and white photo of a clock tower .,"boathouse (0.06), dome (0.05), Windsor tie (0.04), wallet, billfold, notecase, pocketbook (0.03), letter opener, paper knife, paperknife (0.02)"
This_old_school_sanitarium_is_abandon_and_old__A_c.png,a man standing in front of a mirror in a room .,"shoji (0.79), fire screen, fireguard (0.02), prison, prison house (0.02)"
Rt__104_and_Klocks_Corners_Intersection___Many_peo.png,a group of people standing on top of a train track .,scoreboard (0.79)
Ghost_often_appears_in_the_bathroom_mirror_being_h.png,a room filled with lots of wooden furniture .,"shoji (0.23), window screen (0.17), fire screen, fireguard (0.11), guillotine (0.09), prayer rug, prayer mat (0.09)"
Late_at_night__usually_around_1_in_the_morning__yo.png,a sign that reads `` <UNK> '' on a building .,"scoreboard (0.82), book jacket, dust cover, dust jacket, dust wrapper (0.04), doormat, welcome mat (0.03)"
There_are_too_old_buildings_that_are_known_as_the.png,a building with a clock on the front of it .,"monastery (0.24), tile roof (0.10), church, church building (0.07), palace (0.06), prison, prison house (0.04)"
Wilner_Auditorium____several_accounts_of_voices__d.png,a large clock mounted to the side of a building .,"fire screen, fireguard (0.19), bulletproof vest (0.08), bannister, banister, balustrade, balusters, handrail (0.03), theater curtain, theatre curtain (0.03), organ, pipe organ (0.02)"
The_story_goes_that_an_old_man_and_woman_lived_in.png,a large building with a clock on it .,"church, church building (0.72), vault (0.04), monastery (0.03), bell cote, bell cot (0.03)"
Ghost_hunters_have_reported_finding_evidence_of_gh.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
In_the_Black_Mountain_elementary_school_they_have.png,a large building with a clock on it .,"boathouse (0.16), book jacket, dust cover, dust jacket, dust wrapper (0.08), church, church building (0.04), picket fence, paling (0.04), beacon, lighthouse, beacon light, pharos (0.03)"
Late_at_night_swings_mysteriously_swing_and_the_me.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_school_was_built_on_an_Indian_burial_ground__T.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
An_apparition_haunts_the_16th_floor_of_Keene_hall.png,a bathroom with a toilet and a sink,"dishwasher, dish washer, dishwashing machine (0.72), microwave, microwave oven (0.02), refrigerator, icebox (0.02)"
Saint_Mary_s_is_an_old_church__no_longer_used__whi.png,a large building with a clock on it .,"church, church building (0.75), bell cote, bell cot (0.08)"
Reports_of_EVPs_being_recorded__Also_reports_that.png,a man holding a baseball bat in his hands .,"book jacket, dust cover, dust jacket, dust wrapper (0.69), comic book (0.17), hair spray (0.03)"
There_is_believed_that_a_spirit_named_Ronald_inhab.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Formerly_known_as_the_Hampton_House__It_was_habite.png,a picture of a person on a skateboard .,"comic book (0.66), book jacket, dust cover, dust jacket, dust wrapper (0.10), tray (0.02)"
Several_locations_on_campus_are_haunted___Bannerma.png,a train station with a train on the tracks .,palace (0.88)
and_most_people_in_the_area_know_that_it_used_to_b.png,a group of people standing on top of a lush green field .,"prayer rug, prayer mat (0.39), television, television system (0.07), monitor (0.05), screen, CRT screen (0.04), book jacket, dust cover, dust jacket, dust wrapper (0.04)"
Walking_into_the_dining_room_and_Mrs__Roosevelt_s.png,a black and white photo of a small room .,"prayer rug, prayer mat (0.16), quilt, comforter, comfort, puff (0.08), doormat, welcome mat (0.07), hamper (0.06), pedestal, plinth, footstall (0.05)"
If_you_go_downstairs_after_9pm_all_sorts_of_mischi.png,a group of people standing around a table .,"palace (0.71), gondola (0.22)"
This_is_a_strait_stretch_of_I_65_that_runs_between.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Many_people_claim_that_they_sometimes_see_Claire_T.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Specifically_in_the_store__front_east__that_was_on.png,a group of people standing in front of a building .,"tobacco shop, tobacconist shop, tobacconist (0.52), cinema, movie theater, movie theatre, movie house, picture palace (0.09), barbershop (0.07), bakery, bakeshop, bakehouse (0.03), streetcar, tram, tramcar, trolley, trolley car (0.02)"
Johns_Run___A_strange_woman_dressed_in_white_is_se.png,a person on a horse in the snow .,"EntleBucher (0.30), Greater Swiss Mountain dog (0.11), geyser (0.05), Appenzeller (0.05), valley, vale (0.03)"
It_s_a_Subway_restaurant_attached_to_a_train_stati.png,a train that is on a train track,"scoreboard (0.13), slot, one-armed bandit (0.08), shopping cart (0.07), tape player (0.04), CD player (0.03)"
the_old_convent_is_haunted__you_can_hear_and_see_t.png,a large building with a clock on the front of it .,"palace (0.76), prison, prison house (0.06), monastery (0.02), church, church building (0.02)"
Many_ghosts_have_been_seen_here__By_day_shadows_fo.png,a picture of a man in a suit and tie .,"crossword puzzle, crossword (0.95)"
it_is_known_throughout_the_school_that_back_in_the.png,a picture of a clock on a wall .,"prayer rug, prayer mat (0.22), window screen (0.03), fire screen, fireguard (0.03), shield, buckler (0.03), bearskin, busby, shako (0.03)"
The_story_goes____There_is_a_rather_large_building.png,a group of people standing in front of a building .,"prayer rug, prayer mat (0.37), maze, labyrinth (0.19), carpenter's kit, tool kit (0.06), scoreboard (0.04), wallet, billfold, notecase, pocketbook (0.03)"
A_shadow_looking_like_a_man_and_the_feeling_of_not.png,a black and white photo of a man holding a skateboard .,"abaya (0.66), cloak (0.16)"
sightings_of_a_man_walking_in_the_hall_ways_and_pl.png,a very nice looking rest room with a big window .,"prison, prison house (0.80), vault (0.09), church, church building (0.02), monastery (0.02)"
As_the_story_goes__about_5_years_ago_a_man_from_Oh.png,a group of different colored ties hanging on a wall .,"prayer rug, prayer mat (0.45), scoreboard (0.14), lighter, light, igniter, ignitor (0.03), slot, one-armed bandit (0.03), entertainment center (0.02)"
It_is_supposed_to_be_haunted_by_a_person__possibly.png,a large bathroom with a large white tub .,"pool table, billiard table, snooker table (0.99)"
A_number_of_ghosts_have_been_reported_to_be_seen_t.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_was_often_reported_by_several_local_hobos_who_l.png,a close up of a nintendo wii controller,"comic book (0.68), book jacket, dust cover, dust jacket, dust wrapper (0.04)"
Numerous_incidents_have_been_reported_over_the_yea.png,a group of people standing in front of a train .,"comic book (0.27), jigsaw puzzle (0.22), slot, one-armed bandit (0.13), book jacket, dust cover, dust jacket, dust wrapper (0.03), carousel, carrousel, merry-go-round, roundabout, whirligig (0.02)"
On_a_old_Mining_road_about_a_mile_up_the_Hollow_th.png,a train traveling over a bridge over a river .,"viaduct (0.11), rapeseed (0.06), dam, dike, dyke (0.05), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), breakwater, groin, groyne, mole, bulwark, seawall, jetty (0.03)"
This_house_is_haunted_by_the_Hiestand_family_.png,a group of people standing on top of a lush green field .,"mobile home, manufactured home (0.07), harvester, reaper (0.05), plow, plough (0.04), picket fence, paling (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
at_night_if_you_go_there_you_will_see_two_headless.png,a picture of a man in a suit and tie .,"book jacket, dust cover, dust jacket, dust wrapper (0.32), binder, ring-binder (0.10), prayer rug, prayer mat (0.07), window screen (0.03), comic book (0.03)"
Devereux_Hall___The_top_floor_of_this_residence_ha.png,a bunch of signs that are on a pole .,"scoreboard (0.85), digital clock (0.04)"
The_middle_school_is_a_new_building_that_has_only.png,a red and white boat sitting on top of a field .,"planetarium (0.73), liner, ocean liner (0.03)"
Eerie_feelings_at_this_19th_century_motel___The_pl.png,a group of people standing next to each other .,"comic book (0.45), carpenter's kit, tool kit (0.09), book jacket, dust cover, dust jacket, dust wrapper (0.06), slot, one-armed bandit (0.02)"
Stull_is_said_to_be_one_of_the_six_gateways_to_hel.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
At_the_main_field_by_the_middle_of_the_road_there.png,a black and white photo of a building,"boathouse (0.20), dam, dike, dyke (0.19), prison, prison house (0.05), barn (0.04), beacon, lighthouse, beacon light, pharos (0.02)"
A_little_girl_was_brutally_raped__tortured__sodomi.png,a large crowd of people watching a baseball game .,"slot, one-armed bandit (0.86)"
An_Old_abandoned_Dutch_Church_with_Iron_Doors__If.png,a bench in front of a building with a window .,"prayer rug, prayer mat (0.08), freight car (0.07), electric locomotive (0.04), upright, upright piano (0.04), bullet train, bullet (0.04)"
believed_to_be_cursed__Story_has_it_that_a_train_r.png,a close up of a person holding a cell phone,"turnstile (0.07), vending machine (0.04), safe (0.04), pay-phone, pay-station (0.03), plate rack (0.02)"
Amateur_ghost_hunters_claim_to_have_captured_a_chi.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
It_has_been_rumored_that_if_you_travel_the_old_log.png,a picture of a bird on a window sill .,"African chameleon, Chamaeleo chamaeleon (0.06), agama (0.05), green lizard, Lacerta viridis (0.03), gar, garfish, garpike, billfish, Lepisosteus osseus (0.02), beacon, lighthouse, beacon light, pharos (0.02)"
After_Hours_Treatment_Center___is_the_old_clinic_i.png,a room filled with lots of wooden furniture .,"shoji (0.47), home theater, home theatre (0.07), fire screen, fireguard (0.06), bannister, banister, balustrade, balusters, handrail (0.03), theater curtain, theatre curtain (0.03)"
The_Old_Wilkes_Jail_Museum_is_seeped_with_interest.png,a large metal clock sitting on top of a table .,"computer keyboard, keypad (0.09), notebook, notebook computer (0.06), church, church building (0.04), laptop, laptop computer (0.02), grille, radiator grille (0.02)"
Wolf_House___Many_weird_sightings_have_taken_place.png,a black and white photo of a stop sign .,"book jacket, dust cover, dust jacket, dust wrapper (0.14), doormat, welcome mat (0.11), street sign (0.04), tobacco shop, tobacconist shop, tobacconist (0.03), scoreboard (0.02)"
in_1950_s_a_girl_died_in_this_building__She_was_lo.png,a black and white photo of a cat looking out a window .,"barbershop (0.21), picket fence, paling (0.07), tobacco shop, tobacconist shop, tobacconist (0.05), bakery, bakeshop, bakehouse (0.05), mobile home, manufactured home (0.05)"
Lights_turn_on_by_themselves_and_things_that_have.png,a close up of a person holding a pair of scissors,"slot, one-armed bandit (0.41), scoreboard (0.14), tray (0.07), crossword puzzle, crossword (0.05), screen, CRT screen (0.02)"
The_center_was_built_during_WWII_for_the_relocatio.png,a black and white photo of a city street .,"cinema, movie theater, movie theatre, movie house, picture palace (0.06), monastery (0.05), street sign (0.05), palace (0.04), beacon, lighthouse, beacon light, pharos (0.03)"
There_is_an_abandoned_cemetery_in_the_woods_that_h.png,a tall clock tower with a sky background,"pedestal, plinth, footstall (0.38), triumphal arch (0.30), obelisk (0.14)"
The_Sisters_run_the_Hospital_next_to_the_Mansion_.png,a large building with a clock on it .,"palace (0.58), fire screen, fireguard (0.06), theater curtain, theatre curtain (0.05), space heater (0.04), digital clock (0.02)"
near_Asheboro___Apparitions_of_what_seems_to_be_a.png,a black and white photo of a snow covered street .,"envelope (0.13), wallet, billfold, notecase, pocketbook (0.12), buckle (0.09), mailbag, postbag (0.06), packet (0.06)"
Countless_spirits_roam_the_grounds__and_have_done.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
the_ghost_of_Colonel_John_Waller_Hoomes_haunts_his.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
A_worker_claims_to_have_pictures_of_the_ghosts_1_c.png,a group of people standing next to each other .,"fire screen, fireguard (0.10), carpenter's kit, tool kit (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), comic book (0.04), digital clock (0.03)"
Noises_running_up_the_walls_of_the_steps__lady_cal.png,a close up of a person holding a frisbee,"organ, pipe organ (0.12), digital clock (0.09), scoreboard (0.07), comic book (0.06), book jacket, dust cover, dust jacket, dust wrapper (0.04)"
Currier_Hall___According_to_rumor__a_triple_suicid.png,a large building with a clock on the top of it .,"palace (0.26), scoreboard (0.08), monastery (0.04), abacus (0.04), bell cote, bell cot (0.03)"
Comet_Lodge_Cemetery___Apparitions_and_shadows_see.png,a group of people sitting on a bench in front of a building .,"book jacket, dust cover, dust jacket, dust wrapper (0.16), comic book (0.15), doormat, welcome mat (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.04), web site, website, internet site, site (0.04)"
Feelings_of_getting_sick__major_emotions_and_disor.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
This_building_was_originally_the_county_poor_farm_.png,a blue and white photo of a train station .,"barn (0.35), boathouse (0.30), beacon, lighthouse, beacon light, pharos (0.02)"
Hallas_Hall___supposedly_haunted_by_a_baby__Legend.png,a clock on the side of a building,"palace (0.31), monastery (0.26), prison, prison house (0.08), cinema, movie theater, movie theatre, movie house, picture palace (0.05), gondola (0.04)"
You_enter_the_graveyard_though_the_front_entrance_.png,a picture of a clock on a wall .,"space shuttle (0.18), bolo tie, bolo, bola tie, bola (0.06), scoreboard (0.04), puck, hockey puck (0.03), buckle (0.03)"
Every_morning_at_about_midnight__It_is_said_to_be.png,a cake shaped like a train on a table .,"lighter, light, igniter, ignitor (0.54), wallet, billfold, notecase, pocketbook (0.22), binder, ring-binder (0.07), book jacket, dust cover, dust jacket, dust wrapper (0.05)"
Faint__deep_moans_can_be_heard_on_the_second_story.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
a_couple_was_in_a_wreck_on_prom_night__The_girl_ca.png,a birthday cake with candles on top of it .,"slot, one-armed bandit (0.88), cinema, movie theater, movie theatre, movie house, picture palace (0.06), carousel, carrousel, merry-go-round, roundabout, whirligig (0.02)"
School_house___Sometimes_when_you_walk_in_the_hous.png,a close up of a red and white fire hydrant .,"slot, one-armed bandit (0.89), ocarina, sweet potato (0.04)"
a_girl_fell_off_of_ladder_on_stage_by_props_balcon.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
The_owners_have_an_outside_annual_Halloween_bonfir.png,a fire hydrant in front of a building .,"boathouse (0.67), barn (0.08), mobile home, manufactured home (0.05), picket fence, paling (0.04)"
Arguably_the_most_haunted_cemetery_in_central_Illi.png,a painting of a man holding a skateboard .,"plastic bag (0.04), parking meter (0.03), ostrich, Struthio camelus (0.02)"
Thirteen_Graves___January_2006_Correction___This_w.png,a book sitting on top of a wooden table .,"comic book (0.33), book jacket, dust cover, dust jacket, dust wrapper (0.15), jigsaw puzzle (0.08), packet (0.03)"
on_a_bridge_going_across_the_creek_to_the_Guilford.png,a black and white photo of a train on a track .,"suspension bridge (0.18), bannister, banister, balustrade, balusters, handrail (0.17), upright, upright piano (0.15), pier (0.10), grand piano, grand (0.02)"
This_tourist_attraction_contains_the_ghost_of_a_wo.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Land_of_Moses___Located_just_outside_of_Butler_off.png,a man holding a soccer ball in his hands .,"tennis ball (0.35), book jacket, dust cover, dust jacket, dust wrapper (0.13), isopod (0.03), comic book (0.02)"
A_former_worker_for_10_years_reports__The_building.png,a red stop sign sitting on the side of a road .,"tobacco shop, tobacconist shop, tobacconist (0.66), packet (0.06), comic book (0.03), book jacket, dust cover, dust jacket, dust wrapper (0.03), scoreboard (0.02)"
Visitors_of_the_old_cemetery_get_chased_by_a_ghost.png,a room with a window and a clock,"missile (0.10), projectile, missile (0.08), guillotine (0.05), loudspeaker, speaker, speaker unit, loudspeaker system, speaker system (0.05), home theater, home theatre (0.04)"
Theater___There_are_multiple_places_on_campus_that.png,a row of wooden benches sitting next to each other .,"vending machine (0.71), tobacco shop, tobacconist shop, tobacconist (0.05)"
In_1907_there_was_a_women_and_her_husband_living_i.png,a black and white photo of a clock tower .,"scoreboard (0.53), comic book (0.07), book jacket, dust cover, dust jacket, dust wrapper (0.06), shield, buckler (0.02), lighter, light, igniter, ignitor (0.02)"
If_you_walk_down_the_center_of_the_cemetery_you_wi.png,a close up of a vase with flowers in it,"African chameleon, Chamaeleo chamaeleon (0.57), broccoli (0.11), agama (0.05)"
On_the_date_of_February_6__1996__the_way_of_life_i.png,a black and white photo of a person on a laptop .,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
These_stories_have_been_passed_down_for_a_good_200.png,a bedroom with a bed and a canopy,throne (0.93)
Located_on_the_back_roads_between_Minonk_and_Elpas.png,a black and white photo of a horse grazing in a field .,"viaduct (0.63), freight car (0.06), dam, dike, dyke (0.04), barn (0.03)"
Evergreen_Cemetery__87th_St___Kedzie_Ave___A_young.png,a white bench sitting in front of a building .,"pedestal, plinth, footstall (0.74), table lamp (0.05), spotlight, spot (0.02), obelisk (0.02)"
shallow_graves___Once_an_industrial_school_for_gir.png,a close up of a wall with a clock,"prayer rug, prayer mat (0.40), cinema, movie theater, movie theatre, movie house, picture palace (0.13), traffic light, traffic signal, stoplight (0.09), throne (0.06), theater curtain, theatre curtain (0.04)"
A_man_named_Moody_roams_the_countryside_and_if_you.png,a group of people standing next to each other .,"soccer ball (0.12), puck, hockey puck (0.10), comic book (0.08), ocarina, sweet potato (0.07), racer, race car, racing car (0.05)"
on_the_way_into_Hana___On_the_railroad_tracks_on_6.png,an airplane wing flying over a mountain range .,"volcano (0.24), hourglass (0.12), wing (0.10), red wine (0.07), balloon (0.03)"
Women_in_1950_s_clothing_are_seen_in_the_cemetery.png,a group of people standing in front of a building .,"candle, taper, wax light (0.96)"
There_is_a_legend_of_an_angel_statue_the_sits_on_t.png,a man in a suit and tie taking a selfie .,"mask (0.63), neck brace (0.03), ski mask (0.02), comic book (0.02)"
In_the_band_room_office_of_Chapmanville_High_the_c.png,a laptop computer sitting on top of a desk .,"library (0.35), stove (0.06), pool table, billiard table, snooker table (0.04), chest (0.04), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
