Filename,Caption
This_train_bridge_is_said_to_be_haunted_by_a_girl.png,a mirror with a reflection of a man in a mirror
A_baby_had_fallen_in_the_pool_and_was_dying__they.png,a black and white photo of a person on a laptop .
there_is_an_empty_lot_behind_some_houses_that_are.png,a black and white photo of a bench
There_is_said_to_be_a_big_cat_that_that_roams_the.png,a black and white photo of a person on a laptop .
_foot_of_Hylan_Blvd___occasional_apparitions_of_se.png,a red double decker bus driving down a street .
It_is_rumored_that_a_civil_war_soldier_from_Fort_O.png,an old house with a barn and a house
A_witch_had_been_buried_just_outside_the_park_on_t.png,a blue and white surfboard sitting on top of a table .
A_phantom_man_on_a_tall_black_horse_has_been_sight.png,a group of people standing next to each other .
Several_reports_of_screams_and_cries_being_heard_f.png,a collage of photos with a clock on the wall
An_old_school_house_now_an_occupied_house_is_said.png,a large building with a clock on it
haunted_by_numerous_spirits_.png,a collage of photos with a clock and a sign
on_Miami_Church_rd_there_was_a_girl_walking_home_l.png,a group of people standing in a room .
A_girl_who_was_accused_of_witchcraft_in_the_18th_c.png,a pair of shoes sitting on top of a bed .
Cline_School__On_Cline_School_Road_very_late_at_ni.png,a train traveling over a bridge over a river .
It_is_said_that_if_you_go_to_room_D15_late_at_nigh.png,a close up of a person holding a pair of scissors
Beware__this_is_the_place_with_the_most_hauntings_.png,a group of people standing in front of a building .
little_girl_buried_under_haunts_at_1_00_am_.png,a close up of a pair of scissors on a table
The_U_S_S__Sullivan_s_is_said_to_be_haunted_by_one.png,a train station with a train passing by .
A_women_can_be_heard_humming__Raps_on_the_walls_an.png,a picture of a clock on a wall .
the_Retlaw__Walter_backwards__Theater_originally_o.png,a group of people standing in front of a tv .
Many_sightings_of_a_ghostly_cat_figure_is_said_to.png,a bathroom with a sink and a mirror
In_the_old_wing_of_the_building_early_in_the_morni.png,a red fire hydrant sitting next to a window .
the_school_is_in_Wyoming_County_and_was_built_back.png,a bench sitting in front of a building .
it_s_been_said_that_there_have_been_2_15_year_olds.png,a laptop computer sitting on top of a desk .
A_women_is_supposed_to_haunt_Pleasant_Gardens_Bapt.png,a man sitting at a table with a glass of wine .
It_has_been_reported_by_a_former_facilities_superv.png,a birthday cake with a train on it
Apparently__a_in_the_old_days__2_trains_somehow_ca.png,a red and white train on a train track
A_former_employee_reports_an_awful_stench_was_comi.png,a bunch of clocks that are on a wall .
A_single_sheet_hangs_in_a_room_window_facing_the_i.png,a black and white photo of a person on a laptop .
there_is_a_story_that_a_family_was_buried_there_an.png,a christmas tree in front of a christmas tree .
Well_here_at_Louisburg_we_have_many_old_buildings_.png,a black and white photo of a barn and a barn
late_at_night_about_10_o_clock_you_can_walk_along.png,a building with a clock on the front of it .
Reports_of_footsteps_running_up_the_back_stairs__a.png,a black and white photo of a living room .
Three_spirits_have_tied_themselves_to_this_buildin.png,a close up of a cake on a table
Reports_of_shuffling_footsteps__clicks__faint_brea.png,a black and white photo of a person on a laptop .
evil_sprints_and_entities_are_said_to_live_here_.png,a black and white photo of a person on a laptop .
There_was_a_young_man_in_the_1970_s_that_was_kille.png,a christmas tree in a room with a christmas tree .
There_have_been_many_reports_of_toilets_flushing_b.png,a black and white photo of a person on a laptop .
Aztalan_State_park___This_is_a_very_active_spirit.png,a bird flying over a body of water .
Sightings_of_a_green_glowing_orb_above_a_gravesite.png,a picture of a person taking a picture .
years_back_a_mad_man_cut_his_brothers_head_off_and.png,a group of people that are standing in the street .
Forest_Park_cemetery__also_known_as_Pinewood_Cemet.png,a sign that is on top of a pole .
Sieker_Hall___is_haunted_by_a_pre_seminary_student.png,a building with a clock on the side of it
The_American_Club___The_whole_East_Wing_of_the_hot.png,a man sitting in a chair in front of a window .
A_young_hitchhiker_still_comes_to_the_place_she_wa.png,a large clock on a building with lights
When_you_drive_down_County_Road_VV_at_night__you_c.png,a red brick building with a clock on it .
years_ago__a_young_woman_was_just_married_to_the_l.png,a black and white photo of a person on a laptop .
The_belife_it_is_haunted_teacher__the_identity_is.png,a close up of a cake on a table
this_house_is_home_to_a_poltergeist_.png,a picture of a person holding a stop sign .
Memorial_Union_is_supposedly_built_on_an_Indian_bu.png,a black and white photo of a person on a laptop .
Auditorium___Shadows_have_been_seen__At_night_you.png,a group of people standing in front of a building .
Supposedly_on_nights_with_a_full_moon_you_could_se.png,a black and white photo of a person on a laptop .
These_woods_are_said_to_be_haunted__The_occurrence.png,a pair of skis sitting on top of a table .
The_old_Hauppage_is_one_of_the_most_weirdest_schoo.png,a black and white photo of a man in a suit
The_Screamer___A_sanitarium_was_burned_down_in_191.png,a group of people standing on top of a tennis court .
It_is_said_that_a_child_that_died_in_a_skiing_acci.png,a close up of a pair of scissors on a table
Many_students_have_complained_of_mysterious_footst.png,a group of people standing next to a train .
Apparitions_of_nuns_are_reported_to_be_walking_the.png,a room with a bed and a window
a_man_killed_in_the_furnace_room__If_you_look_in_t.png,a statue of a man sitting on a bench .
In_1985_there_was_a_wedding_reception_and_a_65_yea.png,a bunch of stuffed animals sitting on top of a table .
there_have_been_reports_from_students_that_men_wit.png,a black and white photo of a person on a laptop .
Tate_Dorm___use_to_be_the_sight_of_the_old_Tate_Ho.png,a building with a clock on the side of it .
A_man_named_Carl_is_rumored_to_haunt_this_business.png,a large building with a large clock on it .
Library___The_old_stacks_of_the_library_are_said_t.png,a row of wooden benches sitting next to each other .
The_Kentucky_Museum___Located_on_campus_is_haunted.png,a group of people sitting on top of a bench .
Hubbard_Hall___3rd_floor___Residents_report_having.png,a black and white photo of a person on a laptop .
There_has_been_rumors_that_a_young_boy_hung_himsel.png,a statue of a man holding a red umbrella .
The_movie_theater_is_now_closed__but_when_working.png,a display case in a store filled with lots of bottles .
An_old_bum_is_said_to_have_died_in_the_basement_an.png,a bedroom with a bed and a dresser
The_local_newspaper_office_s_are_said_to_be_haunte.png,an old suitcase is sitting on the ground .
Reports_of_ghosts_all_over_the_hospital__Feelings.png,a group of people standing on top of a lush green field .
It_is_haunted_by_the_ghost_of_Alonzo_Roberson_who.png,a close up of a vase with a flower in it
speak_easy_down_the_road_from_the_Ski_resort__whic.png,a red and white train traveling through a forest .
many_years_ago_a_little_girl_was_brutally_murdered.png,a black and white photo of a person on a laptop .
There_have_been_reports_of_people_in_old_dress_wal.png,a large building with a clock on it .
There_were_numerous_sightings_of_a_young_boy_in_th.png,a group of people standing in front of a building .
The_Screaming_Bridge___This_haunting_is_on_your_wa.png,a black and white photo of a person on a laptop .
Union_College___Phiefer_hall___In_room_212_there_i.png,a laptop computer sitting on top of a table .
a_woman_has_died_there_she_was_bowling_and_her_fin.png,a pair of scissors sitting on top of a table .
Mohican_Hall___Located_on_Indian_Quad__A_young_gho.png,a living room filled with furniture and a fire place .
There_is_an_old_metal_bridge_with_a_wooden_road___.png,a bird sitting on top of a wooden bench .
On_the_third_floor_of_the_building_that_the_New_Yo.png,a kitchen with a refrigerator and a stove
in_the_holiday_inn_there_is_a_room_that_is_all_loc.png,a close up of a traffic light with a sky background
If_you_stop_on_the_side_of_on_the_second_curve_a_h.png,a close up of a stuffed animal on a table
Young_Woman_seen_sitting_in_woods_then_disappearin.png,a person holding a cell phone in their hand .
it_is_said_that_on_a_late_night_when_you_are_all_a.png,a black and white photo of a person on a laptop .
Inside_the_boys_locker_room_you_can_hear_weird_sou.png,a large clock mounted to the side of a building .
on_every_Halloween_night___at_12_00__there_is_susp.png,a living room with a couch and a table
Reports_of_an_apparition_of__Headless_Annie__layin.png,a black and white photo of a person on a laptop .
Long_ago__in_the_1800_s__a_man_worked_on_the_railr.png,a white house with a white house in the background .
Haunted_by_an_old_lady_that_walks_around_in_olden.png,a close up of a stop sign with a sky background
There_are_presences_in_the_the_area_that_once_was.png,a pile of luggage sitting on top of a wooden floor .
a_man_parked_his_car_on_the_south_end_of_the_park.png,a birthday cake with a train on it
There_is_said_to_believe_that_civil_war_ghosts_hau.png,a large building with a clock on it .
Main_Building___There_is_a_woman_who_killed_in_abo.png,a large building with a clock on the front of it .
This_Bridge_was_named_Heartbeat_Bridge_because_yea.png,a couple of pieces of luggage sitting on a floor .
Haunted_by_a_man_in_his_early_20_s_that_was_murder.png,a black and white photo of a person on a laptop .
Hobbs_House___The_Hobbs_House_is_a_dorm_on_the_cam.png,a black and white photo of a clock tower .
Fine_Arts_Building___An_apparition_has_been_accomp.png,a man standing in front of a mirror holding a camera .
Washington_Cemetery___there_is_a_old_cemetery_near.png,a white and blue fire hydrant sitting in the grass .
Brunner_Food_Center___Behind_Brunners_Food_Center.png,a clock hanging from the ceiling of a building .
Devils_hole___Down_by_devils_hole__just_underneath.png,a black and white photo of a person on a laptop .
In_the_gynasium_boy_s_sower_room_two_students_were.png,a pair of scissors sitting on top of a table .
Pale_woman_in_white_dress_has_been_seen_crossing_t.png,a black and white photo of a person on a laptop .
There_are_4_houses_reported_here_to_be_haunted__3.png,a picture of a bird that is on a table .
A_child_was_said_to_be_trying_to_get_something_fro.png,a pair of scissors sitting on top of a table .
go_wash_your_vehicle_to_great_cleanliness_on_the_b.png,a blue and white boat sitting on top of a field .
several_ghosts_are_seen_regularly_including_one_th.png,a bathroom with a toilet and a window .
You_can_still_hear_nurses_saying__Doctor_we_are_re.png,a collage of photos of a person holding a frisbee
Back_in_the_early_1950_s_a_bride___Groom_came_to_C.png,a black and white photo of a pair of scissors
Barn___This_is_a_old_barn_at_the_edge_of_Ft__Dodge.png,a red train car sitting on top of a lush green field .
The_ghost_of_Abraham_Lincoln_has_been_seen_in_this.png,a black and white photo of a street sign
The_Alms_House_Poor_Farm_was_located_in_Dewittvill.png,a large building with a clock on it .
During_the_summer_of_1965_several_of_the_children.png,a black and white photo of a person on a laptop .
A_young_boy_who_attended_the_school_years_back_had.png,a group of people standing in front of a large building .
This_cluster_of_buildings_were_built_in_the_late_1.png,a group of people standing next to each other .
back_in_the_old_days_where_a_area_is_at_use_to_be.png,a group of different types of animals on display .
A_glowing__help_me__can_be_read_clearly_on_the_cei.png,a bunch of different types of clocks on a wall .
at_the_bottom_of_Barringer_road_on_main_st__is_a_b.png,a black and white photo of a black and white dog .
In_the_year_of_2003__it_was_told_that_an_old_man_w.png,a large building with a large clock on it .
Now_on_the_historical_registry__The__story__goes_t.png,a large body of water with a lot of boats on it .
One_of_the_three_oldest_school_buildings_in_the_ci.png,a large building with a clock on it .
March_2008_Has_been_removed_.png,a black and white photo of a person on a laptop .
If_you_head_east__towards_the_valley__on_broad_str.png,a group of people standing on top of a train .
cherry_point___On_February_1_around_2_am_an_overni.png,a large building with a large clock tower .
East_Hall___East_Hall_is_one_of_the_dormitories_fo.png,a group of people standing next to each other .
There_is_many_diffrent_creepy_things_that_goes_on.png,a close up of a pair of scissors
V__A__Center_Cemetery___it_is_said_you_can_that_yo.png,a row of wooden benches sitting next to each other .
Story_goes_it_was_about_100_years_ago_when_a_groom.png,a clock on a wall next to a window
It_s_said_that_in_a_private_apartment_building_in.png,a desk with a keyboard and a mouse
Belks_Hall___In_Belks_Hall__a_female_dorm__there_a.png,a person holding a pair of scissors in their hands .
There_is_an_area_between_Encampment_and_the_old_mi.png,a black and white photo of a person on a laptop .
this_house_belonged_to_the_towns_founder__The_hous.png,a table with an umbrella and some chairs .
Once_an_infirmary_for_TB_patients_now_vacant__Many.png,a room with a bed and a window
The_Pool_Area___The_High_School_is_haunted_by_a_de.png,a black and white photo of a person on a laptop .
Documentation_of_apparitions__Sounds_of_children_l.png,a sign that reads `` <UNK> '' on a pole .
Locals_claim_the_ghost_of_soldier_George_Fikes_wil.png,a large clock tower towering over a city .
Wallace___Residents_have_also_experienced_polterge.png,a black and white photo of a building
There_is_a_certain_grave_that_us_haunted_by_the_sp.png,a clock on the side of a building .
If_you_go_from_south_Main_St__onto_McLaughin_Princ.png,a red fire hydrant sitting on the side of a road .
Many_believe_the_girls_bathroom_is_haunted_by_a_gi.png,a black and white photo of a person on a laptop .
Harrill_Residence_Hall___5th_Floor___It_is_said_th.png,a row of urinals in a public restroom .
There_are_several_legends_about_this_bridge_but_th.png,a person holding a tennis racket in their hand .
Orchard_Hall_is_an_old_restaurant_built_in_the_lat.png,a large building with a large clock tower .
Indian_family_used_to_live_in_a_house_near_a_stop.png,a red brick building with a clock on it .
A_ghost_of_a_little_boy_that_has_been_heard_in_the.png,a group of people standing next to each other .
Stevenson_Creek_is_located_far_in_the_woods_in_whi.png,a red fire hydrant sitting in the middle of a field .
Fort_Totten___150_year_old_military_base_also_an_o.png,a large building with a large clock tower .
is_said_to_be_a_gateway_to_the_afterlife__I_have_b.png,a row of wooden benches sitting next to each other .
Guignol_Theatre___Witnesses_report_feeling_as_if_b.png,a row of urinals sitting next to each other .
Richmond_Town_is_located_off_of_Amboy_Road_in_Stat.png,a large building with a clock on it .
It_was_an_old_mental_hospital_that_still_has_patie.png,a large clock tower towering over a city .
On_the_3_floor_of_the_Maple_wood_many_people_have.png,a view of a room with a large bed .
In_The_woods_along_the_aqueduct_trail_there_is_a_v.png,a close up of a pair of scissors
It_is_some_peoples_belief_that_a_few_spirits_haunt.png,a black and white photo of a person on a laptop .
Many_people_claimed_to_have_seen_both_male_and_fem.png,a black and white photo of a person on a laptop .
On_Rt__177_a_woman_has_been_seen_walking_along_the.png,a person riding a skate board on a city street
The_late_nineteenth_century_Mayer_Krom_Building_at.png,a building with a clock on the top of it .
the_last_stronghold_of_the_south___is_reportedly_h.png,a person holding a frisbee in a field
It_is_a_5_mile_road_with_no_street_lights_or_house.png,a view of a river with a lot of trees .
The_ghosts_of_founders_Father_Gailhac_and_Mother_B.png,a black and white photo of a person on a laptop .
The_Library__there_have_been_many_sightings_of_wal.png,a book sitting on top of a wooden table .
The_ghosts_here_play_games_with_your_eyes__Sights.png,a black and white photo of a person on a laptop .
While_redesigning_the_auditorium_a_girl_fell_off_t.png,a close up of a number of luggage bags
The_monument_stone_contains_the_recoverable_names.png,a close up of a pair of scissors
A_lot_of_people_have_seen_ghosts_.png,a black and white photo of a person on a laptop .
Bridge_on_Boarder___In_the_1970_s_when_the_bridge.png,a close up of a toothbrush on a train
Two_or_three_friendly_ghosts_who_like_to_welcome_n.png,a bunch of bottles of wine sitting on a shelf .
There_was_a_16teen_year_old_girl_raped_and_murdere.png,a black and white photo of a person on a laptop .
The_Alma_Cemetery_is_haunted_for_two_reasons__One.png,a group of people standing next to a fire hydrant .
are_haunted_.png,a black and white photo of a person sitting on a bench .
An_old_school_was_abandoned_for_no_apparent_reason.png,a tv sitting on top of a table next to a window .
Dr__Paschal_Aldich_s_ghost_haunts_his_former_home_.png,a large building with a clock on it .
The_Civil_War_emancipationist__Cassius_M__Clay__on.png,a black and white photo of a fire hydrant .
The_third_floor_is_said_to_be_haunted__Workers_the.png,a group of birds sitting on top of a building .
This_school_has_a_basement_and_it_is_heard_sometim.png,a black and white photo of a person on a laptop .
Mary_O_Leary_s_grave___Behind_Queen_of_the_Rosary.png,a clock that is on the side of a building .
A_figure_of_a_blue_glowing_woman__who_looks_beauti.png,a black and white photo of a person on a laptop .
Plattsburgh___MacDonough_Hall______What_is_known_t.png,a clock on a wall in a room
During_the_1800s__St__Augustine_was_a_holding_grou.png,a group of people standing in front of a clock .
It_is_said_that_this_house_use_to_be_a_home_for_re.png,a close up of a pair of scissors
Little_Indian_girl_was_boating_on_a_hot_summer_nig.png,a black and white photo of a person on a laptop .
Sights_of_boys_reflection_in_4th_and_5th_Grade_bat.png,a black and white photo of a person on a laptop .
prep_school___elementary_to_9th_Grade___repots_of.png,a close up of a red fire hydrant
This_was_featured_on_unsolved_mysteries_and_is_the.png,a red fire hydrant sitting in the middle of a field .
in_the_middle_of_the_day_you_can_hear_screams_of_a.png,a close up of a mirror on a wall
Doorways_seem_to_disappear_after_you_pass_through.png,a group of people standing in front of a train .
This_is_an_old_run_down_gym_that_was_abandoned_aft.png,an empty street at night with lights on .
a_very_steep_and_twisted_road_in_the_middle_of_a_d.png,a black and white photo of a person on a laptop .
Here_there_is_a_pre_civil_war_plantation_that_burn.png,a large building with a clock tower on top .
If_you_go_there_at_night_a_bride_will_stop_you_and.png,a large building with a large clock tower .
old_school_house_that_had_burned_down_in_1907_thre.png,a group of people standing in front of a building .
McNeeley_graveyard___about_3_miles_down_Olney_Road.png,a row of park benches in a park .
this_was_an_active_psyc_ward_that_was_shut_down__S.png,a bunch of birds that are on a pole .
many_reports_of_this_place_being_haunted__It_was_f.png,a large building with a large clock tower .
Mitchell_Hill_Road___This_road_is_located_directly.png,a view of a window from a plane .
Rumor_of_a_child_being_killed_in_the_basement_of_t.png,a laptop computer sitting on top of a desk .
The_Happy_Seven___Back_in_the_50_s_7_high_school_k.png,a black and white photo of a person on a laptop .
Rare_sighting_have_been_a_common_thing_here__Two_g.png,a group of birds standing on top of a parking lot .
It_is_said_that_this_home_for_the_elderly_is_built.png,a red double decker bus driving down a street .
There_is_a_sharp_curve_in_the_road_where_a_car_acc.png,a close up of a red and white fire hydrant .
A_former_owner_of_the_building_was_the_last_victim.png,a black and white photo of a person on a laptop .
A_little_girl_was_killed_her_a_long_time_ago__She.png,a black and white photo of a person on a laptop .
When_driving_down_the_road_at_night_you_can_witnes.png,a close up of a cake on a table
Hirshson____and_several_others_on_campus__are_haun.png,a close up of a person holding a pair of scissors
Several_people_have_heard_footsteps_or_seen_ghostl.png,a white toilet sitting in a bathroom next to a window .
This_old_bridge__named_Ghost_Bridge__is_said_to_be.png,a train traveling over a bridge over a river .
The_Main_Building___Wells_College_actually_has_a_n.png,a large clock tower towering over a city .
At_night_you_could_hear_howling_and_people_talking.png,a close up of a traffic light with a sky background
is_said_to_be_haunted_by_a__red_lady___Employees_w.png,a black and white photo of a person on a laptop .
A_man_named_James_Van_Horn_built_this_mansion_in_1.png,a large building with a large clock tower .
This_Prison__built_in_the_late_1800_s__is_inhabite.png,a large building with a large clock tower .
The_ghost_of_Belhurst_Castle_is_that_of_a_beautifu.png,a large building with a clock on it .
The_girls_locker_room_is_haunted_by_two_nuns_.png,a row of parked motorcycles sitting next to each other .
At_night__neighbors_have_reported_screams_and_wick.png,a picture of a person holding a cell phone .
A_spirit_of_the_cave_is_a_Southern_lady_named_Meli.png,a large group of different colored teddy bears .
In_2003_there_has_been_a_suicide_and_a_murder_ther.png,a view of the inside of a vehicle .
The_In_the_old_days_of_traveling_salesmen_there_wa.png,a room with a clock on the wall .
Chestnut_Grove_Middle_School___20_years_ago__while.png,a train traveling down tracks next to a building .
Berrymen_Service_Station___Closed_late_80s_around.png,an airport terminal with a plane parked at the airport
__moving_furniture_and_other_items_have_been_witne.png,a close up of a red and black suitcase
Campbell_Cemetery___a_long_time_ago_a_man_was_shot.png,a bus driving down a street next to a tall building .
Sleepy_Hollow_off_US42__Brownsboro_Road___Reports.png,a view of a city skyline from the distance .
Loudoun_house_is_an_1852_Gothic_Villa_that_was_onc.png,a white and red fire hydrant sitting in the middle of a field .
Blithewood_Mansion___Students_and_faculty_have_lon.png,a group of people standing next to each other .
evp_recordings_of_a_small_girl_in_the_basement_say.png,a group of people standing next to each other .
Now_the_hotel_is_surrounded_by_buildings__But_Back.png,a bunch of different types of clocks on display
lights_have_mysteriously_appeared_for_years____The.png,a bench sitting on the side of a road .
Reports_of_cold_spots_and_strange_strobe_type_ligh.png,a group of people sitting on top of a wooden bench .
West_Shirley_Rd____Going_West_on_Shirley_Rd__in_th.png,a house with a house in the background .
Swing_Inn___The_ghost_of_a_prostitute_known_as__Bl.png,a black and white photo of a person on a laptop .
Finlay_Hall___was_used_long_ago_as_the_medical_sch.png,a picture of a bed with a picture frame .
In_early_1900_s_the_present_preacher_had_caught_hi.png,a red and white boat in the water
Wickham_hall___has_been_haunted_for_many_years_now.png,a red fire hydrant sitting on the side of a road .
February_2008_Update__Removed_by_request_of_owner_.png,a large clock tower is surrounded by trees .
Pigmans_Rd___Location_of_both_a_tragic_train_accid.png,a train traveling down tracks next to a forest .
Haunted_by_a_young_girl_who_met_her_death_after_fa.png,a room filled with lots of wooden furniture .
8th_Floor___In_the_early_1990_s_a_young_student_hu.png,a bunch of stuffed animals that are in the grass .
In_an_abandoned_church_on_Stepstone__The_church_st.png,a room that has a large clock on the wall .
In_1809_this_theater_was_a_Baptist_church__A_young.png,a large clock tower towering over a city .
Rippe_Hall___is_haunted_by_a_little_girl_who_lived.png,a close up of a clock on a wall
Highlands_High_School_is_haunted_by_a_former_stude.png,a man standing in front of a stop sign .
There_is_an_old_one_lane_bridge_in_the_country_sou.png,a person sitting on a bench with an umbrella
At_night_when_the_house_supervisors_make_their_rou.png,a black and white photo of a person on a laptop .
Cortland___Cheney_Hall___Cheney_is_one_of_two_dorm.png,a room filled with lots of furniture and a window .
Footsteps_heard__apparitions_seen__The_story_is_a.png,a red and black bird sitting on top of a cage .
Night_watchmen_claim_over_the_years_you_can_see_an.png,a bunch of doughnuts that are on a table .
A_Man_killed_his_wife_in_their_home_and_then_commi.png,a black and white cat sitting on a window sill .
in_the_playground_the__rings__they_move_while_no_o.png,a man is standing in front of a large clock
many_people_have_reported_seeing_a_man__with_a_ful.png,a group of people standing next to each other .
near_coats_savage_junk_yard___Around_12_30pm_every.png,a man riding a skateboard up the side of a ramp .
Old_farm_house_built_in_late_1800_s_is_haunted_by.png,a red fire hydrant sitting in the middle of a field .
Hirshson___Rm_304____will_fly_off_of_shelves_by_th.png,a black and white photo of a person on a laptop .
door_to_the_room_where_Mr__Buss_Pendergraft_died_w.png,a black and white photo of a person on a laptop .
During_renovation_of_the_office_building__several.png,a black and white photo of a building
The_caretaker_of_this_lighthouse_hanged_himself_lo.png,a baseball player holding a bat on a field .
It_is_believed_that_a_man_and_his_two_daughters_ha.png,a collage of photos showing a man and a woman .
water_faucets_coming_on_and_off__Televisions_in_cl.png,a close up of a luggage bag on the ground
There_is_a_grave_of_a_so_called_witch_hidden_in_th.png,a group of people standing on top of a lush green field .
Everyone_that_goes_there_experiences_the_feeling_o.png,a clock on a wall with a sign on it
it_is_told_that_if_you_pull_up_on_this_bridge_and.png,a large bird flying over a body of water .
The_Bloody_Bride__On_the_night_of_their_wedding_a.png,a television is on a stand in a room .
Lake_Ronkonkoma_has_a_haunted_past__One_legend_is.png,a couple of boats floating on top of a lake .
The_Rural_Hall_Fire_Department_was_originated_back.png,a large clock mounted to the side of a building .
On_fourth_Street_is_the_old_Charlie_Harden_House_.png,a television that is sitting on a wall .
Financial_Aid_office___Many_people_in_the_Financia.png,a black and white photo of a person on a laptop .
This_foreboding_castle_like_structure_is_located_o.png,a large clock on the side of a building .
After_those_horrible_tornadoes_on_May_4_used_the_o.png,a boat that is sitting in the water .
there_are_now_tours__Many_tourists_say_that_they_h.png,a large building with a large clock on it .
Johnston_Hall____which_was_the_first_building_erec.png,a large building with a large clock tower .
Back_in_1914__George_W__Vanderbilt_died_from_compl.png,a large clock mounted to the side of a building .
It_is_said_that_an_11_year_old_boy_and_girl_where.png,a group of birds flying over a body of water .
When_Owensboro_High_s_elevator_was_first_put_in_th.png,a black and white photo of a large room
there_is_an_old_bridge_of_Hill_Neck_road_in_Ernul.png,a train traveling over a bridge over a river .
Reports_of_disorientation__dizziness__sounds_of_oa.png,a black and white photo of a person on a laptop .
Kjer_Theatre___Earl_Kjer__founder_of_the_theatre_.png,a picture of a clock on a wall .
This_is_now_a_bed_and_breakfast__but_used_to_be_th.png,a red fire hydrant in front of a house .
Greenfield_Rd___In_mid_1980s_Greenfield_Rd__near_w.png,a group of people sitting on top of a wooden bench .
Many_people_claim_to_see_a_little_blonde_girl_walk.png,a close up of a cake on a table
A_white_ball_of_light__similar_to_the_front_of_a_t.png,a close up of a keyboard and a mouse
Many_strange_noises_are_heard_and_occasionally_you.png,a close up of a keyboard and a mouse
Band_Room___It_is_said_that_there_have_been_childr.png,a large clock mounted to the side of a building .
The_Keil_Gym___Strange_sounds_and_gym_equipment_ta.png,a person holding a baseball bat on a field .
is_haunted_by_a_few_ghosts__one_is_named__Jack__an.png,a black and white photo of a person on a laptop .
The_school_is_about_to_be_torn_down_however_years.png,a large clock tower in the middle of a city .
it_has_been_said_that_a_small_boy_playing_hockey_o.png,a black and white photo of a stop sign .
A_store_that_is_for_sale__In_the_corner_of_one_of.png,a close up of a pair of scissors
Unwanted_children_were_once_reportedly_thrown_into.png,a black and white photo of a clock
Van_Meter___Auditorium___The_auditorium_is_reporte.png,a room with a bed and a chair
Witnesses_have_seen_green_lights_moving_around_in.png,a close up of a nintendo wii controller
old_church__one_of_the_oldest_in_the_state__there.png,a room filled with lots of furniture and a clock .
Slate_Poibt_and_Surrounding_Hills___In_the_1980_s.png,a close up of a person holding a cell phone
This_structure_was_built_in_the_late_1800_s__There.png,a building with a clock on the side of it .
Tree_was_recently_cut_down_because_too_many_people.png,a close up of a cake on a table
In_the_small_town_of_Garden_City_across_from_Steve.png,a large building with a clock on it .
Wabaunsee_High_School_is_the_Haunted_by_past_stude.png,a microwave oven sitting on top of a counter .
Tiwanna_Fatz_restaurant_was_active_with_people_for.png,a black and white photo of a person on a laptop .
across_from_the_high_school_at_the_bottom_of_the_o.png,a man sitting on a couch with a laptop .
Central_Islip_Psychiatric_Center___This_place_is_v.png,a large building with a clock on it .
Former_worker_who_died_of_heart_problems_haunts_re.png,a group of people standing next to each other .
An_old_women_is_seen_in_the_front_of_the_estate_la.png,a bench in front of a building with windows .
lights_turn_on_and_off__doors_shut_by_themselves_.png,a white refrigerator freezer sitting inside of a kitchen .
Butler_Hall___has_had_strange_noises_in_the_middle.png,a room filled with lots of different types of luggage .
This_one_likes_to_push_people__My_mom_works_there_.png,a traffic light sitting on the side of a road .
Up_in_Catrons_Creek_in_a_hollow_named_Bardo_Hollow.png,a room filled with lots of wooden furniture .
W_Stout___Tainter_Hall____More_then_one_unexplaine.png,a plane is parked on the runway at the airport .
Administrative_Building___Back_in_the_1860_s_Louis.png,a train station with a train on the tracks .
Memorial_Park___it_is_said_that_two_young_girls_we.png,a group of people sitting on a park bench .
Until_fairly_recently__1999_or_2000__this_place_wa.png,a group of people standing next to a train station .
Two_things_are_rumored_to_happen_there__One_legend.png,a black and white photo of a person on a laptop .
Blue_Berry_Hill_Plantation___At_the_cemetery_at_th.png,a car parked in front of a building .
In_the_early_1980_s_it_has_been_told_that_exactly.png,a pair of skis sitting on top of a table .
There_is_an_old_cemetery_along_side_this_road_peop.png,a red stop sign sitting on the side of a road .
The_Devil_s_Playground___There_are_creeks_that_for.png,a pair of scissors sitting on top of a table .
late_at_night_when_you_are_alone_you_will_often_he.png,a red and white fire hydrant in front of a building .
Babcock_Dormitory___There_is_a_picture_of_Mary_Rey.png,a person sitting on a bench in front of a building .
it_Has_been_and_Said_that_random_apartments_are_ha.png,a group of people standing in front of a mirror .
Mess_Hall___Reports_of_officers___inmates_encounte.png,a black and white photo of a train
There_is_to_be_seen_a_soldier_has_been_peeking_in.png,a room filled with lots of wooden furniture .
There_have_been_sightings_of_a_ghost_haunting_the.png,a close up of a pair of scissors
Academic_Complex___The_Academic_Complex_used_to_be.png,a wooden bench sitting in front of a building .
It_is_said_by_the_owners_of_the_club_that_there_is.png,a room filled with lots of wooden pews .
Many_can_hear_the_sounds_of_the_man_who_was_gunned.png,a black and white photo of a person on a laptop .
In_Wolfe_s_pond_park_in_prince_s_bay_Staten_island.png,a park bench sitting next to a river .
dismal_swamp___you_can_stop_by_the_side_of_the_roa.png,a parking meter sitting on the side of a road .
This_house_was_one_of_the_first_built_in_the_area_.png,a red double decker bus driving down a street .
town_square___hearing_a_piano_playing_but_no_one_t.png,a man is in the air with a kite .
voices_heard_when_no_on_there__Footsteps_following.png,a group of people standing next to each other .
The_school_building_used_to_be_the_church__Rumor_h.png,a large building with a large clock tower .
In_this_small_town_there_was_a_fire_that_engulfed.png,a black and white photo of a person on a laptop .
